"neighborhood","borough","lat","long","scores"
"Marble Hill-Inwood","Manhattan",40.87,-73.915,0.778
"Spuyten Duyvil-Kingsbridge","Bronx",40.88,-73.915,0.921333333333333
"North Riverdale-Fieldston-Riverdale","Bronx",40.885,-73.915,0.9615
"North Riverdale-Fieldston-Riverdale","Bronx",40.89,-73.915,0.973
"North Riverdale-Fieldston-Riverdale","Bronx",40.895,-73.915,0.971
"North Riverdale-Fieldston-Riverdale","Bronx",40.9,-73.915,0.977
"park-cemetery-etc-Brooklyn","Brooklyn",40.6,-73.91,0.624
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Brooklyn",40.605,-73.91,0.708
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Brooklyn",40.61,-73.91,0.3405
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Brooklyn",40.615,-73.91,0.518
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Brooklyn",40.62,-73.91,0.335
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Brooklyn",40.625,-73.91,0.487
"Canarsie","Brooklyn",40.63,-73.91,0.7375
"Canarsie","Brooklyn",40.635,-73.91,0.7185
"Canarsie","Brooklyn",40.64,-73.91,0.6685
"Canarsie","Brooklyn",40.645,-73.91,0.932
"Canarsie","Brooklyn",40.65,-73.91,0.9075
"Rugby-Remsen Village","Brooklyn",40.655,-73.91,0.4
"Brownsville","Brooklyn",40.66,-73.91,0.829
"Brownsville","Brooklyn",40.665,-73.91,0.635
"Brownsville","Brooklyn",40.67,-73.91,0.278
"Ocean Hill","Brooklyn",40.675,-73.91,0.142
"Ocean Hill","Brooklyn",40.68,-73.91,0.213
"Bushwick South","Brooklyn",40.685,-73.91,0.3355
"Bushwick South","Brooklyn",40.69,-73.91,0.2795
"Bushwick North","Brooklyn",40.695,-73.91,0.6115
"Ridgewood","Queens",40.7,-73.91,0.6995
"Ridgewood","Queens",40.705,-73.91,0.842
"Ridgewood","Queens",40.71,-73.91,0.802
"Ridgewood","Queens",40.715,-73.91,0.561
"Maspeth","Queens",40.72,-73.91,0.509
"Maspeth","Queens",40.725,-73.91,0.494
"park-cemetery-etc-Queens","Queens",40.73,-73.91,0.485
"park-cemetery-etc-Queens","Queens",40.735,-73.91,0.495
"Woodside","Queens",40.745,-73.91,0.4795
"Hunters Point-Sunnyside-West Maspeth","Queens",40.75,-73.91,0.655
"Astoria","Queens",40.755,-73.91,0.791
"Astoria","Queens",40.76,-73.91,0.932
"Astoria","Queens",40.765,-73.91,0.983
"Steinway","Queens",40.77,-73.91,0.8755
"Steinway","Queens",40.775,-73.91,0.985
"Steinway","Queens",40.78,-73.91,0.997
"Steinway","Queens",40.785,-73.91,0.989
"Mott Haven-Port Morris","Bronx",40.8,-73.91,0.561
"Mott Haven-Port Morris","Bronx",40.805,-73.91,0.5535
"Mott Haven-Port Morris","Bronx",40.81,-73.91,0.523
"Melrose South-Mott Haven North","Bronx",40.815,-73.91,0.5845
"Melrose South-Mott Haven North","Bronx",40.82,-73.91,0.614
"Morrisania-Melrose","Bronx",40.825,-73.91,0.5415
"East Concourse-Concourse Village","Bronx",40.83,-73.91,0.392
"East Concourse-Concourse Village","Bronx",40.835,-73.91,0.2985
"East Concourse-Concourse Village","Bronx",40.84,-73.91,0.6115
"Mount Hope","Bronx",40.845,-73.91,0.7805
"Mount Hope","Bronx",40.85,-73.91,0.77
"University Heights-Morris Heights","Bronx",40.855,-73.91,0.551
"Kingsbridge Heights","Bronx",40.86,-73.91,0.3955
"Kingsbridge Heights","Bronx",40.865,-73.91,0.547
"Marble Hill-Inwood","Manhattan",40.875,-73.91,0.899
"Spuyten Duyvil-Kingsbridge","Bronx",40.88,-73.91,0.968666666666667
"Spuyten Duyvil-Kingsbridge","Bronx",40.885,-73.91,0.9945
"North Riverdale-Fieldston-Riverdale","Bronx",40.89,-73.91,1
"North Riverdale-Fieldston-Riverdale","Bronx",40.895,-73.91,0.997
"North Riverdale-Fieldston-Riverdale","Bronx",40.9,-73.91,1
"North Riverdale-Fieldston-Riverdale","Bronx",40.905,-73.91,1
"North Riverdale-Fieldston-Riverdale","Bronx",40.91,-73.91,1
"North Riverdale-Fieldston-Riverdale","Bronx",40.915,-73.91,1
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.56,-73.905,0.606
"park-cemetery-etc-Brooklyn","Brooklyn",40.6,-73.905,0.532
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Brooklyn",40.605,-73.905,0.592333333333333
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Brooklyn",40.61,-73.905,0.51575
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Brooklyn",40.615,-73.905,0.79125
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Brooklyn",40.62,-73.905,0.4645
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Brooklyn",40.625,-73.905,0.532
"Canarsie","Brooklyn",40.63,-73.905,0.54025
"Canarsie","Brooklyn",40.635,-73.905,0.48
"Canarsie","Brooklyn",40.64,-73.905,0.515
"Canarsie","Brooklyn",40.645,-73.905,0.66875
"East New York","Brooklyn",40.65,-73.905,0.64
"East New York","Brooklyn",40.655,-73.905,0.2255
"Brownsville","Brooklyn",40.66,-73.905,0.674
"Brownsville","Brooklyn",40.665,-73.905,0.5205
"Brownsville","Brooklyn",40.67,-73.905,0.45375
"Ocean Hill","Brooklyn",40.675,-73.905,0.24125
"Bushwick South","Brooklyn",40.68,-73.905,0.456
"park-cemetery-etc-Brooklyn","Brooklyn",40.685,-73.905,0.6665
"Bushwick North","Brooklyn",40.69,-73.905,0.5405
"Bushwick North","Brooklyn",40.695,-73.905,0.847142857142857
"Ridgewood","Queens",40.7,-73.905,0.7744
"Ridgewood","Queens",40.705,-73.905,0.86625
"Ridgewood","Queens",40.71,-73.905,0.872
"Maspeth","Queens",40.715,-73.905,0.64875
"Maspeth","Queens",40.72,-73.905,0.706
"Maspeth","Queens",40.725,-73.905,0.7025
"park-cemetery-etc-Queens","Queens",40.73,-73.905,0.74025
"park-cemetery-etc-Queens","Queens",40.735,-73.905,0.753
"Woodside","Queens",40.74,-73.905,0.793
"Woodside","Queens",40.745,-73.905,0.75725
"Woodside","Queens",40.75,-73.905,0.7475
"Woodside","Queens",40.755,-73.905,0.927
"Woodside","Queens",40.76,-73.905,0.945
"Astoria","Queens",40.765,-73.905,0.9085
"Steinway","Queens",40.77,-73.905,0.753
"Steinway","Queens",40.775,-73.905,0.9045
"Steinway","Queens",40.78,-73.905,0.911
"Mott Haven-Port Morris","Bronx",40.805,-73.905,0.507
"Mott Haven-Port Morris","Bronx",40.81,-73.905,0.479
"Melrose South-Mott Haven North","Bronx",40.815,-73.905,0.5385
"Melrose South-Mott Haven North","Bronx",40.82,-73.905,0.6025
"Morrisania-Melrose","Bronx",40.825,-73.905,0.4545
"Claremont-Bathgate","Bronx",40.83,-73.905,0.202
"Claremont-Bathgate","Bronx",40.835,-73.905,0.1605
"Claremont-Bathgate","Bronx",40.84,-73.905,0.46875
"Mount Hope","Bronx",40.845,-73.905,0.679
"Mount Hope","Bronx",40.85,-73.905,0.6655
"Mount Hope","Bronx",40.855,-73.905,0.502
"Kingsbridge Heights","Bronx",40.86,-73.905,0.372
"Kingsbridge Heights","Bronx",40.865,-73.905,0.4765
"Kingsbridge Heights","Bronx",40.87,-73.905,0.6296
"Van Cortlandt Village","Bronx",40.875,-73.905,0.692666666666667
"Spuyten Duyvil-Kingsbridge","Bronx",40.88,-73.905,0.7276
"Spuyten Duyvil-Kingsbridge","Bronx",40.885,-73.905,0.88225
"North Riverdale-Fieldston-Riverdale","Bronx",40.89,-73.905,0.9455
"North Riverdale-Fieldston-Riverdale","Bronx",40.895,-73.905,0.95375
"North Riverdale-Fieldston-Riverdale","Bronx",40.9,-73.905,0.9695
"North Riverdale-Fieldston-Riverdale","Bronx",40.905,-73.905,0.9695
"North Riverdale-Fieldston-Riverdale","Bronx",40.91,-73.905,0.9695
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Brooklyn",40.61,-73.9,0.74
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Brooklyn",40.615,-73.9,0.829
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Brooklyn",40.62,-73.9,0.678
"Canarsie","Brooklyn",40.63,-73.9,0.7815
"Canarsie","Brooklyn",40.635,-73.9,0.226
"Canarsie","Brooklyn",40.64,-73.9,0.439
"Canarsie","Brooklyn",40.645,-73.9,0.579
"East New York","Brooklyn",40.65,-73.9,0.532
"East New York","Brooklyn",40.655,-73.9,0.154
"Brownsville","Brooklyn",40.66,-73.9,0.521
"East New York (Pennsylvania Ave)","Brooklyn",40.665,-73.9,0.3775
"East New York (Pennsylvania Ave)","Brooklyn",40.67,-73.9,0.476
"East New York (Pennsylvania Ave)","Brooklyn",40.675,-73.9,0.2875
"park-cemetery-etc-Brooklyn","Brooklyn",40.68,-73.9,0.509
"park-cemetery-etc-Brooklyn","Brooklyn",40.685,-73.9,0.663
"Ridgewood","Queens",40.695,-73.9,0.65
"Ridgewood","Queens",40.7,-73.9,0.5675
"Ridgewood","Queens",40.705,-73.9,0.706
"Ridgewood","Queens",40.71,-73.9,0.899
"Middle Village","Queens",40.715,-73.9,0.8415
"Middle Village","Queens",40.72,-73.9,0.973
"Maspeth","Queens",40.725,-73.9,0.9495
"Maspeth","Queens",40.73,-73.9,0.9885
"Elmhurst-Maspeth","Queens",40.735,-73.9,0.993
"Woodside","Queens",40.74,-73.9,0.976
"Woodside","Queens",40.745,-73.9,0.852
"Woodside","Queens",40.75,-73.9,0.939
"Woodside","Queens",40.755,-73.9,0.992
"park-cemetery-etc-Queens","Queens",40.76,-73.9,0.9845
"park-cemetery-etc-Queens","Queens",40.765,-73.9,0.993
"Steinway","Queens",40.77,-73.9,0.8905
"Steinway","Queens",40.775,-73.9,0.9935
"Steinway","Queens",40.78,-73.9,0.9925
"Steinway","Queens",40.785,-73.9,0.976
"Hunts Point","Bronx",40.81,-73.9,0.4285
"Longwood","Bronx",40.815,-73.9,0.4195
"Longwood","Bronx",40.82,-73.9,0.381
"Longwood","Bronx",40.825,-73.9,0.253
"Morrisania-Melrose","Bronx",40.83,-73.9,0.2105
"Morrisania-Melrose","Bronx",40.835,-73.9,0.15
"Claremont-Bathgate","Bronx",40.84,-73.9,0.4735
"Claremont-Bathgate","Bronx",40.845,-73.9,0.706
"Mount Hope","Bronx",40.85,-73.9,0.768
"Mount Hope","Bronx",40.855,-73.9,0.625
"Fordham South","Bronx",40.86,-73.9,0.429
"Kingsbridge Heights","Bronx",40.865,-73.9,0.548
"Van Cortlandt Village","Bronx",40.87,-73.9,0.6765
"Van Cortlandt Village","Bronx",40.875,-73.9,0.76
"Van Cortlandt Village","Bronx",40.88,-73.9,0.7915
"Spuyten Duyvil-Kingsbridge","Bronx",40.885,-73.9,0.861
"North Riverdale-Fieldston-Riverdale","Bronx",40.89,-73.9,0.9605
"North Riverdale-Fieldston-Riverdale","Bronx",40.895,-73.9,0.9735
"North Riverdale-Fieldston-Riverdale","Bronx",40.9,-73.9,0.996
"North Riverdale-Fieldston-Riverdale","Bronx",40.905,-73.9,0.996
"North Riverdale-Fieldston-Riverdale","Bronx",40.91,-73.9,0.996
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Queens",40.565,-73.895,0.48
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Brooklyn",40.61,-73.895,0.447
"Canarsie","Brooklyn",40.63,-73.895,0.59975
"Canarsie","Brooklyn",40.635,-73.895,0.302
"Canarsie","Brooklyn",40.64,-73.895,0.54925
"Canarsie","Brooklyn",40.645,-73.895,0.72
"Canarsie","Brooklyn",40.65,-73.895,0.686
"East New York","Brooklyn",40.655,-73.895,0.369
"East New York (Pennsylvania Ave)","Brooklyn",40.66,-73.895,0.6365
"East New York (Pennsylvania Ave)","Brooklyn",40.665,-73.895,0.67825
"East New York (Pennsylvania Ave)","Brooklyn",40.67,-73.895,0.7835
"East New York","Brooklyn",40.675,-73.895,0.328
"Cypress Hills-City Line","Brooklyn",40.68,-73.895,0.4865
"park-cemetery-etc-Queens","Queens",40.685,-73.895,0.7355
"park-cemetery-etc-Queens","Queens",40.69,-73.895,0.528333333333333
"Glendale","Queens",40.695,-73.895,0.7535
"Ridgewood","Queens",40.7,-73.895,0.92975
"Ridgewood","Queens",40.705,-73.895,0.951
"Ridgewood","Queens",40.71,-73.895,0.8575
"Middle Village","Queens",40.715,-73.895,0.55825
"Middle Village","Queens",40.72,-73.895,0.7655
"Maspeth","Queens",40.725,-73.895,0.73025
"Maspeth","Queens",40.73,-73.895,0.9185
"Maspeth","Queens",40.735,-73.895,0.9585
"Elmhurst-Maspeth","Queens",40.74,-73.895,0.923
"Woodside","Queens",40.745,-73.895,0.69775
"Jackson Heights","Queens",40.75,-73.895,0.82075
"Jackson Heights","Queens",40.755,-73.895,0.9805
"Jackson Heights","Queens",40.76,-73.895,0.97775
"park-cemetery-etc-Queens","Queens",40.765,-73.895,0.994
"Steinway","Queens",40.77,-73.895,0.956
"Steinway","Queens",40.775,-73.895,0.99325
"Steinway","Queens",40.78,-73.895,0.990333333333333
"Hunts Point","Bronx",40.81,-73.895,0.54425
"Hunts Point","Bronx",40.815,-73.895,0.55275
"Longwood","Bronx",40.82,-73.895,0.468
"Longwood","Bronx",40.825,-73.895,0.39825
"Morrisania-Melrose","Bronx",40.83,-73.895,0.558666666666667
"Crotona Park East","Bronx",40.835,-73.895,0.1625
"park-cemetery-etc-Bronx","Bronx",40.84,-73.895,0.424
"Claremont-Bathgate","Bronx",40.845,-73.895,0.6015
"Claremont-Bathgate","Bronx",40.85,-73.895,0.756
"Claremont-Bathgate","Bronx",40.855,-73.895,0.6795
"Bedford Park-Fordham North","Bronx",40.86,-73.895,0.297
"Bedford Park-Fordham North","Bronx",40.865,-73.895,0.421
"Van Cortlandt Village","Bronx",40.87,-73.895,0.313
"Van Cortlandt Village","Bronx",40.875,-73.895,0.307
"Van Cortlandt Village","Bronx",40.88,-73.895,0.315
"Van Cortlandt Village","Bronx",40.885,-73.895,0.533
"park-cemetery-etc-Bronx","Bronx",40.89,-73.895,0.742
"park-cemetery-etc-Bronx","Bronx",40.895,-73.895,0.837
"park-cemetery-etc-Bronx","Bronx",40.9,-73.895,0.913
"park-cemetery-etc-Bronx","Bronx",40.905,-73.895,0.913
"park-cemetery-etc-Bronx","Bronx",40.91,-73.895,0.913
"park-cemetery-etc-Queens","Queens",40.56,-73.89,0.563
"park-cemetery-etc-Brooklyn","Brooklyn",40.58,-73.89,0.487
"Canarsie","Brooklyn",40.63,-73.89,0.6065
"Canarsie","Brooklyn",40.635,-73.89,0.4825
"Canarsie","Brooklyn",40.64,-73.89,0.935
"Canarsie","Brooklyn",40.645,-73.89,0.6595
"Starrett City","Brooklyn",40.65,-73.89,0.4275
"East New York","Brooklyn",40.655,-73.89,0.163
"East New York","Brooklyn",40.66,-73.89,0.2875
"East New York","Brooklyn",40.665,-73.89,0.534
"East New York","Brooklyn",40.67,-73.89,0.8645
"East New York","Brooklyn",40.675,-73.89,0.3335
"Cypress Hills-City Line","Brooklyn",40.68,-73.89,0.615
"park-cemetery-etc-Queens","Queens",40.685,-73.89,0.745
"Glendale","Queens",40.695,-73.89,0.846
"Glendale","Queens",40.7,-73.89,0.971
"Ridgewood","Queens",40.705,-73.89,0.962
"Ridgewood","Queens",40.71,-73.89,0.863
"Middle Village","Queens",40.715,-73.89,0.5555
"Middle Village","Queens",40.72,-73.89,0.8935
"Maspeth","Queens",40.725,-73.89,0.94
"Maspeth","Queens",40.73,-73.89,0.975
"Elmhurst-Maspeth","Queens",40.735,-73.89,0.978
"Elmhurst-Maspeth","Queens",40.74,-73.89,0.9305
"Elmhurst","Queens",40.745,-73.89,0.8755
"Jackson Heights","Queens",40.75,-73.89,0.7635
"Jackson Heights","Queens",40.755,-73.89,0.995
"Jackson Heights","Queens",40.76,-73.89,0.97
"Jackson Heights","Queens",40.765,-73.89,0.999
"Steinway","Queens",40.77,-73.89,0.9545
"Airport","Queens",40.775,-73.89,0.989
"Hunts Point","Bronx",40.805,-73.89,0.588
"Hunts Point","Bronx",40.81,-73.89,0.554
"Hunts Point","Bronx",40.815,-73.89,0.5445
"Hunts Point","Bronx",40.82,-73.89,0.468
"Hunts Point","Bronx",40.825,-73.89,0.4305
"Morrisania-Melrose","Bronx",40.83,-73.89,0.419666666666667
"Crotona Park East","Bronx",40.835,-73.89,0.11175
"East Tremont","Bronx",40.84,-73.89,0.2325
"East Tremont","Bronx",40.845,-73.89,0.46775
"East Tremont","Bronx",40.85,-73.89,0.6455
"Belmont","Bronx",40.855,-73.89,0.61275
"Belmont","Bronx",40.86,-73.89,0.36575
"Bedford Park-Fordham North","Bronx",40.865,-73.89,0.17425
"Bedford Park-Fordham North","Bronx",40.87,-73.89,0.37925
"Van Cortlandt Village","Bronx",40.875,-73.89,0.349
"Van Cortlandt Village","Bronx",40.88,-73.89,0.491666666666667
"park-cemetery-etc-Bronx","Bronx",40.885,-73.89,0.73575
"park-cemetery-etc-Bronx","Bronx",40.895,-73.89,0.901
"park-cemetery-etc-Bronx","Bronx",40.9,-73.89,0.963
"park-cemetery-etc-Queens","Queens",40.565,-73.885,0.521
"park-cemetery-etc-Brooklyn","Brooklyn",40.585,-73.885,0.435
"Canarsie","Brooklyn",40.63,-73.885,0.685
"Canarsie","Brooklyn",40.635,-73.885,0.529
"Canarsie","Brooklyn",40.64,-73.885,0.8665
"Starrett City","Brooklyn",40.645,-73.885,0.604
"Starrett City","Brooklyn",40.65,-73.885,0.363
"East New York","Brooklyn",40.655,-73.885,0.055
"East New York","Brooklyn",40.66,-73.885,0.131
"East New York (Pennsylvania Ave)","Brooklyn",40.665,-73.885,0.3805
"East New York","Brooklyn",40.67,-73.885,0.7905
"East New York","Brooklyn",40.675,-73.885,0.488
"Cypress Hills-City Line","Brooklyn",40.68,-73.885,0.382
"park-cemetery-etc-Brooklyn","Brooklyn",40.685,-73.885,0.504
"park-cemetery-etc-Queens","Queens",40.69,-73.885,0.715
"park-cemetery-etc-Queens","Queens",40.695,-73.885,0.817
"park-cemetery-etc-Queens","Queens",40.7,-73.885,0.942
"Glendale","Queens",40.705,-73.885,0.948
"Middle Village","Queens",40.715,-73.885,0.757
"Middle Village","Queens",40.72,-73.885,0.646
"Middle Village","Queens",40.725,-73.885,0.9465
"Elmhurst","Queens",40.73,-73.885,0.9895
"Elmhurst-Maspeth","Queens",40.735,-73.885,0.991
"Elmhurst-Maspeth","Queens",40.74,-73.885,0.8775
"Elmhurst","Queens",40.745,-73.885,0.8445
"Jackson Heights","Queens",40.75,-73.885,0.6205
"Jackson Heights","Queens",40.755,-73.885,0.934
"Jackson Heights","Queens",40.76,-73.885,0.6615
"Jackson Heights","Queens",40.765,-73.885,0.919
"Airport","Queens",40.77,-73.885,0.777
"Hunts Point","Bronx",40.805,-73.885,0.5595
"Hunts Point","Bronx",40.81,-73.885,0.5455
"Hunts Point","Bronx",40.815,-73.885,0.546
"Hunts Point","Bronx",40.82,-73.885,0.484
"Crotona Park East","Bronx",40.825,-73.885,0.4525
"Crotona Park East","Bronx",40.83,-73.885,0.645
"Crotona Park East","Bronx",40.835,-73.885,0.1755
"East Tremont","Bronx",40.84,-73.885,0.286
"East Tremont","Bronx",40.845,-73.885,0.4675
"Belmont","Bronx",40.85,-73.885,0.678
"Belmont","Bronx",40.855,-73.885,0.472
"Belmont","Bronx",40.86,-73.885,0.32
"Belmont","Bronx",40.865,-73.885,0.0835
"Bedford Park-Fordham North","Bronx",40.87,-73.885,0.1905
"Bedford Park-Fordham North","Bronx",40.875,-73.885,0.122
"Norwood","Bronx",40.88,-73.885,0.426
"park-cemetery-etc-Bronx","Bronx",40.885,-73.885,0.503
"park-cemetery-etc-Bronx","Bronx",40.895,-73.885,0.735
"park-cemetery-etc-Queens","Queens",40.565,-73.88,0.523
"park-cemetery-etc-Brooklyn","Brooklyn",40.585,-73.88,0.433
"Canarsie","Brooklyn",40.635,-73.88,0.532
"Starrett City","Brooklyn",40.645,-73.88,0.593
"Starrett City","Brooklyn",40.65,-73.88,0.3815
"East New York","Brooklyn",40.655,-73.88,0.07
"East New York","Brooklyn",40.66,-73.88,0.1365
"East New York","Brooklyn",40.665,-73.88,0.38175
"East New York","Brooklyn",40.67,-73.88,0.72475
"East New York","Brooklyn",40.675,-73.88,0.15475
"Cypress Hills-City Line","Brooklyn",40.68,-73.88,0.176
"Cypress Hills-City Line","Brooklyn",40.685,-73.88,0.458
"park-cemetery-etc-Brooklyn","Brooklyn",40.69,-73.88,0.7618
"park-cemetery-etc-Queens","Queens",40.695,-73.88,0.8505
"park-cemetery-etc-Queens","Queens",40.7,-73.88,0.9595
"Glendale","Queens",40.705,-73.88,0.9615
"Ridgewood","Queens",40.71,-73.88,0.8985
"Middle Village","Queens",40.715,-73.88,0.8135
"Middle Village","Queens",40.72,-73.88,0.84925
"Middle Village","Queens",40.725,-73.88,0.78225
"Elmhurst","Queens",40.73,-73.88,0.81425
"Elmhurst-Maspeth","Queens",40.735,-73.88,0.885
"Elmhurst-Maspeth","Queens",40.74,-73.88,0.61975
"Elmhurst","Queens",40.745,-73.88,0.549
"Jackson Heights","Queens",40.75,-73.88,0.651
"Jackson Heights","Queens",40.755,-73.88,0.95975
"Jackson Heights","Queens",40.76,-73.88,0.8945
"Jackson Heights","Queens",40.765,-73.88,0.9645
"Jackson Heights","Queens",40.77,-73.88,0.558
"Rikers Island","Bronx",40.79,-73.88,0.814
"Hunts Point","Bronx",40.805,-73.88,0.538
"Hunts Point","Bronx",40.81,-73.88,0.544666666666667
"Hunts Point","Bronx",40.815,-73.88,0.542333333333333
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.82,-73.88,0.544
"Soundview-Bruckner","Bronx",40.825,-73.88,0.5095
"West Farms-Bronx River","Bronx",40.83,-73.88,0.638
"Crotona Park East","Bronx",40.835,-73.88,0.17225
"Crotona Park East","Bronx",40.84,-73.88,0.2455
"East Tremont","Bronx",40.845,-73.88,0.423666666666667
"park-cemetery-etc-Bronx","Bronx",40.85,-73.88,0.632
"park-cemetery-etc-Bronx","Bronx",40.855,-73.88,0.569
"park-cemetery-etc-Bronx","Bronx",40.86,-73.88,0.547
"park-cemetery-etc-Bronx","Bronx",40.865,-73.88,0.0695
"Norwood","Bronx",40.87,-73.88,0.169
"Norwood","Bronx",40.875,-73.88,0.0915
"Norwood","Bronx",40.88,-73.88,0.2985
"park-cemetery-etc-Bronx","Bronx",40.885,-73.88,0.327666666666667
"park-cemetery-etc-Bronx","Bronx",40.895,-73.88,0.685
"park-cemetery-etc-Queens","Queens",40.565,-73.875,0.501
"East New York","Brooklyn",40.645,-73.875,0.468
"East New York","Brooklyn",40.65,-73.875,0.442
"East New York","Brooklyn",40.655,-73.875,0.211
"East New York","Brooklyn",40.66,-73.875,0.308
"East New York","Brooklyn",40.665,-73.875,0.593
"East New York","Brooklyn",40.67,-73.875,0.7175
"East New York","Brooklyn",40.675,-73.875,0.2515
"Cypress Hills-City Line","Brooklyn",40.68,-73.875,0.213
"Cypress Hills-City Line","Brooklyn",40.685,-73.875,0.496
"park-cemetery-etc-Brooklyn","Brooklyn",40.69,-73.875,0.819
"park-cemetery-etc-Queens","Queens",40.7,-73.875,0.8975
"Glendale","Queens",40.705,-73.875,0.881
"Middle Village","Queens",40.71,-73.875,0.801
"Middle Village","Queens",40.715,-73.875,0.5705
"Middle Village","Queens",40.72,-73.875,0.9085
"Middle Village","Queens",40.725,-73.875,0.946
"Middle Village","Queens",40.73,-73.875,0.9175
"Elmhurst","Queens",40.735,-73.875,0.922
"Elmhurst","Queens",40.74,-73.875,0.8275
"Elmhurst","Queens",40.745,-73.875,0.95
"Jackson Heights","Queens",40.75,-73.875,0.919
"Jackson Heights","Queens",40.755,-73.875,0.9475
"East Elmhurst","Queens",40.76,-73.875,0.8985
"East Elmhurst","Queens",40.765,-73.875,0.973
"East Elmhurst","Queens",40.77,-73.875,0.825
"Hunts Point","Bronx",40.805,-73.875,0.621
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.82,-73.875,0.575
"Soundview-Bruckner","Bronx",40.825,-73.875,0.3945
"West Farms-Bronx River","Bronx",40.83,-73.875,0.342
"West Farms-Bronx River","Bronx",40.835,-73.875,0.27
"East Tremont","Bronx",40.84,-73.875,0.5685
"park-cemetery-etc-Bronx","Bronx",40.86,-73.875,0.466
"park-cemetery-etc-Bronx","Bronx",40.87,-73.875,0.54
"Norwood","Bronx",40.875,-73.875,0.522
"Norwood","Bronx",40.88,-73.875,0.621
"park-cemetery-etc-Bronx","Bronx",40.885,-73.875,0.611
"park-cemetery-etc-Bronx","Bronx",40.895,-73.875,0.9
"park-cemetery-etc-Bronx","Bronx",40.9,-73.875,0.9105
"East New York","Brooklyn",40.65,-73.87,0.462666666666667
"East New York","Brooklyn",40.655,-73.87,0.2805
"East New York","Brooklyn",40.66,-73.87,0.31875
"East New York","Brooklyn",40.665,-73.87,0.64175
"East New York","Brooklyn",40.67,-73.87,0.90125
"East New York","Brooklyn",40.675,-73.87,0.73575
"Cypress Hills-City Line","Brooklyn",40.68,-73.87,0.7535
"Cypress Hills-City Line","Brooklyn",40.685,-73.87,0.502
"Cypress Hills-City Line","Brooklyn",40.69,-73.87,0.839
"park-cemetery-etc-Queens","Queens",40.695,-73.87,0.81
"park-cemetery-etc-Queens","Queens",40.7,-73.87,0.727
"Glendale","Queens",40.705,-73.87,0.7715
"Middle Village","Queens",40.71,-73.87,0.465
"Middle Village","Queens",40.715,-73.87,0.5095
"Middle Village","Queens",40.72,-73.87,0.868
"Middle Village","Queens",40.725,-73.87,0.898
"Rego Park","Queens",40.73,-73.87,0.7925
"Elmhurst","Queens",40.735,-73.87,0.482
"Elmhurst","Queens",40.74,-73.87,0.5455
"Elmhurst","Queens",40.745,-73.87,0.793
"Jackson Heights","Queens",40.75,-73.87,0.739
"North Corona","Queens",40.755,-73.87,0.3615
"East Elmhurst","Queens",40.76,-73.87,0.47
"East Elmhurst","Queens",40.765,-73.87,0.919
"East Elmhurst","Queens",40.77,-73.87,0.9045
"Hunts Point","Bronx",40.805,-73.87,0.8635
"park-cemetery-etc-Bronx","Bronx",40.815,-73.87,0.934
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx",40.82,-73.87,0.884
"Soundview-Bruckner","Bronx",40.825,-73.87,0.7535
"Soundview-Bruckner","Bronx",40.83,-73.87,0.7665
"West Farms-Bronx River","Bronx",40.835,-73.87,0.498
"Van Nest-Morris Park-Westchester Square","Bronx",40.84,-73.87,0.622
"East Tremont","Bronx",40.845,-73.87,0.839
"park-cemetery-etc-Bronx","Bronx",40.85,-73.87,0.88
"park-cemetery-etc-Bronx","Bronx",40.855,-73.87,0.842
"Bronxdale","Bronx",40.86,-73.87,0.716
"Bronxdale","Bronx",40.865,-73.87,0.3505
"Bronxdale","Bronx",40.87,-73.87,0.7835
"Williamsbridge-Olinville","Bronx",40.875,-73.87,0.8625
"park-cemetery-etc-Bronx","Bronx",40.88,-73.87,0.814
"park-cemetery-etc-Bronx","Bronx",40.885,-73.87,0.789
"park-cemetery-etc-Bronx","Bronx",40.89,-73.87,0.83
"park-cemetery-etc-Bronx","Bronx",40.895,-73.87,0.901
"Woodlawn-Wakefield","Bronx",40.9,-73.87,0.9115
"park-cemetery-etc-Queens","Queens",40.57,-73.865,0.375
"East New York","Brooklyn",40.65,-73.865,0.481
"East New York","Brooklyn",40.66,-73.865,0.314
"East New York","Brooklyn",40.665,-73.865,0.3555
"East New York","Brooklyn",40.67,-73.865,0.839
"East New York","Brooklyn",40.675,-73.865,0.911
