"neighborhood","borough","lat","long","scores"
"Pomonok-Flushing Heights-Hillcrest","Queens",40.73,-73.815,0.76525
"Kew Gardens Hills","Queens",40.735,-73.815,0.9355
"Queensboro Hill","Queens",40.74,-73.815,0.9545
"Queensboro Hill","Queens",40.745,-73.815,0.96075
"East Flushing","Queens",40.75,-73.815,0.82
"East Flushing","Queens",40.755,-73.815,0.151
"East Flushing","Queens",40.76,-73.815,0.46525
"Murray Hill","Queens",40.765,-73.815,0.9385
"Murray Hill","Queens",40.77,-73.815,0.985
"Murray Hill","Queens",40.775,-73.815,0.9995
"Whitestone","Queens",40.78,-73.815,0.999
"Whitestone","Queens",40.785,-73.815,0.9585
"Whitestone","Queens",40.79,-73.815,0.73775
"Whitestone","Queens",40.795,-73.815,0.93
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.815,-73.815,0.925
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.82,-73.815,0.858
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.825,-73.815,0.53825
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.83,-73.815,0.93575
"Pelham Bay-Country Club-City Island","Bronx",40.84,-73.815,0.943
"Pelham Bay-Country Club-City Island","Bronx",40.845,-73.815,0.773666666666667
"park-cemetery-etc-Bronx","Bronx",40.875,-73.815,0.756
"park-cemetery-etc-Bronx","Bronx",40.885,-73.815,0.86
"Hammels-Arverne-Edgemere","Queens",40.585,-73.81,0.036
"Hammels-Arverne-Edgemere","Queens",40.59,-73.81,0.032
"South Ozone Park","Queens",40.665,-73.81,0.9245
"South Ozone Park","Queens",40.67,-73.81,0.983
"South Ozone Park","Queens",40.675,-73.81,1
"South Ozone Park","Queens",40.68,-73.81,0.998
"South Ozone Park","Queens",40.685,-73.81,0.978
"South Ozone Park","Queens",40.69,-73.81,0.9535
"Jamaica","Queens",40.695,-73.81,0.5515
"Jamaica","Queens",40.7,-73.81,0.6505
"Jamaica","Queens",40.705,-73.81,0.904
"Briarwood-Jamaica Hills","Queens",40.71,-73.81,0.84
"Briarwood-Jamaica Hills","Queens",40.715,-73.81,0.935
"Kew Gardens Hills","Queens",40.72,-73.81,0.98
"Kew Gardens Hills","Queens",40.725,-73.81,0.984
"Pomonok-Flushing Heights-Hillcrest","Queens",40.73,-73.81,0.8925
"Pomonok-Flushing Heights-Hillcrest","Queens",40.735,-73.81,0.999
"Queensboro Hill","Queens",40.74,-73.81,0.992
"park-cemetery-etc-Queens","Queens",40.745,-73.81,0.995
"East Flushing","Queens",40.75,-73.81,0.927
"East Flushing","Queens",40.755,-73.81,0.792
"East Flushing","Queens",40.76,-73.81,0.912
"Murray Hill","Queens",40.765,-73.81,0.997
"Murray Hill","Queens",40.77,-73.81,0.999
"Murray Hill","Queens",40.775,-73.81,1
"Whitestone","Queens",40.78,-73.81,0.999
"Whitestone","Queens",40.785,-73.81,0.999
"Whitestone","Queens",40.79,-73.81,0.8395
"Whitestone","Queens",40.795,-73.81,0.982
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.815,-73.81,0.951
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.82,-73.81,0.888
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.825,-73.81,0.666
"park-cemetery-etc-Bronx","Bronx",40.885,-73.81,0.875
"Hammels-Arverne-Edgemere","Queens",40.585,-73.805,0.036
"Hammels-Arverne-Edgemere","Queens",40.59,-73.805,0.032
"Hammels-Arverne-Edgemere","Queens",40.595,-73.805,0.072
"Airport","Queens",40.665,-73.805,0.892666666666667
"South Ozone Park","Queens",40.67,-73.805,0.9645
"South Ozone Park","Queens",40.675,-73.805,0.9835
"South Ozone Park","Queens",40.68,-73.805,0.9855
"South Jamaica","Queens",40.685,-73.805,0.9405
"South Jamaica","Queens",40.69,-73.805,0.919
"Jamaica","Queens",40.695,-73.805,0.5165
"Jamaica","Queens",40.7,-73.805,0.45575
"Briarwood-Jamaica Hills","Queens",40.705,-73.805,0.7805
"Briarwood-Jamaica Hills","Queens",40.71,-73.805,0.7235
"Briarwood-Jamaica Hills","Queens",40.715,-73.805,0.806
"Pomonok-Flushing Heights-Hillcrest","Queens",40.72,-73.805,0.9705
"Kew Gardens Hills","Queens",40.725,-73.805,0.9865
"Pomonok-Flushing Heights-Hillcrest","Queens",40.73,-73.805,0.983
"Pomonok-Flushing Heights-Hillcrest","Queens",40.735,-73.805,0.995
"Queensboro Hill","Queens",40.74,-73.805,0.987
"park-cemetery-etc-Queens","Queens",40.745,-73.805,0.99
"East Flushing","Queens",40.75,-73.805,0.911
"East Flushing","Queens",40.755,-73.805,0.8885
"East Flushing","Queens",40.76,-73.805,0.917
"Murray Hill","Queens",40.765,-73.805,0.997
"Murray Hill","Queens",40.77,-73.805,1
"Murray Hill","Queens",40.775,-73.805,1
"Whitestone","Queens",40.78,-73.805,0.998
"Whitestone","Queens",40.785,-73.805,0.998
"Whitestone","Queens",40.79,-73.805,0.9345
"Whitestone","Queens",40.795,-73.805,0.982
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.81,-73.805,0.765
"park-cemetery-etc-Bronx","Bronx",40.885,-73.805,0.873
"Hammels-Arverne-Edgemere","Queens",40.59,-73.8,0.018
"Hammels-Arverne-Edgemere","Queens",40.595,-73.8,0.0585
"Airport","Queens",40.665,-73.8,0.825
"Baisley Park","Queens",40.67,-73.8,0.9445
"Baisley Park","Queens",40.675,-73.8,0.984
"Baisley Park","Queens",40.68,-73.8,0.994
"South Jamaica","Queens",40.685,-73.8,0.9165
"South Jamaica","Queens",40.69,-73.8,0.8945
"South Jamaica","Queens",40.695,-73.8,0.667
"Jamaica","Queens",40.7,-73.8,0.598
"Jamaica","Queens",40.705,-73.8,0.5875
"Jamaica","Queens",40.71,-73.8,0.503
"Briarwood-Jamaica Hills","Queens",40.715,-73.8,0.882
"Pomonok-Flushing Heights-Hillcrest","Queens",40.72,-73.8,0.99375
"Pomonok-Flushing Heights-Hillcrest","Queens",40.725,-73.8,0.998
"Pomonok-Flushing Heights-Hillcrest","Queens",40.73,-73.8,0.99475
"Pomonok-Flushing Heights-Hillcrest","Queens",40.735,-73.8,0.9975
"Queensboro Hill","Queens",40.74,-73.8,0.9795
"park-cemetery-etc-Queens","Queens",40.745,-73.8,0.889
"East Flushing","Queens",40.75,-73.8,0.75325
"East Flushing","Queens",40.755,-73.8,0.9
"Murray Hill","Queens",40.76,-73.8,0.791
"Murray Hill","Queens",40.765,-73.8,0.9515
"Murray Hill","Queens",40.77,-73.8,0.994
"Murray Hill","Queens",40.775,-73.8,1
"Ft. Totten-Bay Terrace-Clearview","Queens",40.78,-73.8,0.9865
"Ft. Totten-Bay Terrace-Clearview","Queens",40.785,-73.8,0.997
"Whitestone","Queens",40.79,-73.8,0.97475
"Whitestone","Queens",40.795,-73.8,0.9645
"Schuylerville-Throgs Neck-Edgewater Park","Bronx",40.815,-73.8,0.865
"Eastchester-Edenwald-Baychester","Bronx",40.885,-73.8,0.867
"Hammels-Arverne-Edgemere","Queens",40.59,-73.795,0.018
"Hammels-Arverne-Edgemere","Queens",40.595,-73.795,0.0585
"park-cemetery-etc-Queens","Queens",40.615,-73.795,0.546
"Springfield Gardens South-Brookville","Queens",40.665,-73.795,0.652
"Baisley Park","Queens",40.67,-73.795,0.9225
"Baisley Park","Queens",40.675,-73.795,0.983
"Baisley Park","Queens",40.68,-73.795,0.997
"Baisley Park","Queens",40.685,-73.795,0.937
"South Jamaica","Queens",40.69,-73.795,0.9845
"South Jamaica","Queens",40.695,-73.795,0.919
"Jamaica","Queens",40.7,-73.795,0.8205
"Jamaica","Queens",40.705,-73.795,0.7435
"Briarwood-Jamaica Hills","Queens",40.71,-73.795,0.875
"Briarwood-Jamaica Hills","Queens",40.715,-73.795,0.937
"Pomonok-Flushing Heights-Hillcrest","Queens",40.72,-73.795,0.999
"Pomonok-Flushing Heights-Hillcrest","Queens",40.725,-73.795,0.9995
"Pomonok-Flushing Heights-Hillcrest","Queens",40.73,-73.795,1
"Pomonok-Flushing Heights-Hillcrest","Queens",40.735,-73.795,1
"Auburndale","Queens",40.74,-73.795,0.99
"park-cemetery-etc-Queens","Queens",40.745,-73.795,1
"Auburndale","Queens",40.75,-73.795,0.985
"East Flushing","Queens",40.755,-73.795,0.996
"Murray Hill","Queens",40.76,-73.795,0.966
"Murray Hill","Queens",40.765,-73.795,1
"Murray Hill","Queens",40.77,-73.795,1
"Ft. Totten-Bay Terrace-Clearview","Queens",40.775,-73.795,1
"Ft. Totten-Bay Terrace-Clearview","Queens",40.78,-73.795,0.98
"Ft. Totten-Bay Terrace-Clearview","Queens",40.785,-73.795,0.997
"Whitestone","Queens",40.79,-73.795,0.9805
"Hammels-Arverne-Edgemere","Queens",40.59,-73.79,0.014
"Hammels-Arverne-Edgemere","Queens",40.6,-73.79,0.291
"Airport","Queens",40.645,-73.79,0.548
"Springfield Gardens South-Brookville","Queens",40.665,-73.79,0.546
"Baisley Park","Queens",40.67,-73.79,0.6955
"Baisley Park","Queens",40.675,-73.79,0.86425
"Baisley Park","Queens",40.68,-73.79,0.834
"Baisley Park","Queens",40.685,-73.79,0.764666666666667
"South Jamaica","Queens",40.69,-73.79,0.8865
"South Jamaica","Queens",40.695,-73.79,0.932
"South Jamaica","Queens",40.7,-73.79,0.893
"Jamaica","Queens",40.705,-73.79,0.714
"Jamaica","Queens",40.71,-73.79,0.9325
"Jamaica Estates-Holliswood","Queens",40.715,-73.79,0.91675
"Jamaica Estates-Holliswood","Queens",40.72,-73.79,0.998
"Jamaica Estates-Holliswood","Queens",40.725,-73.79,0.9995
"Fresh Meadows-Utopia","Queens",40.73,-73.79,1
"Fresh Meadows-Utopia","Queens",40.735,-73.79,1
"Auburndale","Queens",40.74,-73.79,0.99
"Auburndale","Queens",40.745,-73.79,1
"Auburndale","Queens",40.75,-73.79,0.99725
"Auburndale","Queens",40.755,-73.79,0.9965
"Auburndale","Queens",40.76,-73.79,0.992
"Auburndale","Queens",40.765,-73.79,1
"Bayside-Bayside Hills","Queens",40.77,-73.79,1
"Ft. Totten-Bay Terrace-Clearview","Queens",40.775,-73.79,1
"Ft. Totten-Bay Terrace-Clearview","Queens",40.78,-73.79,0.9815
"Ft. Totten-Bay Terrace-Clearview","Queens",40.785,-73.79,0.998
"Ft. Totten-Bay Terrace-Clearview","Queens",40.79,-73.79,1
"Pelham Bay-Country Club-City Island","Bronx",40.845,-73.79,0.8765
"Pelham Bay-Country Club-City Island","Bronx",40.855,-73.79,0.9415
"Hammels-Arverne-Edgemere","Queens",40.59,-73.785,0.015
"Hammels-Arverne-Edgemere","Queens",40.595,-73.785,0.0545
"Springfield Gardens South-Brookville","Queens",40.665,-73.785,0.6645
"Springfield Gardens North","Queens",40.67,-73.785,0.8735
"Baisley Park","Queens",40.675,-73.785,0.9515
"Baisley Park","Queens",40.68,-73.785,0.982
"Baisley Park","Queens",40.685,-73.785,0.712
"South Jamaica","Queens",40.69,-73.785,0.9385
"South Jamaica","Queens",40.695,-73.785,0.979
"South Jamaica","Queens",40.7,-73.785,0.9645
"Jamaica","Queens",40.705,-73.785,0.813
"Jamaica","Queens",40.71,-73.785,0.984
"Jamaica Estates-Holliswood","Queens",40.715,-73.785,0.9105
"Jamaica Estates-Holliswood","Queens",40.72,-73.785,1
"Jamaica Estates-Holliswood","Queens",40.725,-73.785,1
"Fresh Meadows-Utopia","Queens",40.73,-73.785,1
"Fresh Meadows-Utopia","Queens",40.735,-73.785,1
"Fresh Meadows-Utopia","Queens",40.74,-73.785,0.99
"Auburndale","Queens",40.745,-73.785,1
"Auburndale","Queens",40.75,-73.785,1
"Auburndale","Queens",40.755,-73.785,0.9755
"Auburndale","Queens",40.76,-73.785,0.9955
"Bayside-Bayside Hills","Queens",40.765,-73.785,1
"Bayside-Bayside Hills","Queens",40.77,-73.785,0.999
"Bayside-Bayside Hills","Queens",40.775,-73.785,1
"Ft. Totten-Bay Terrace-Clearview","Queens",40.78,-73.785,0.995
"Ft. Totten-Bay Terrace-Clearview","Queens",40.785,-73.785,0.984
"Ft. Totten-Bay Terrace-Clearview","Queens",40.79,-73.785,0.997
"Pelham Bay-Country Club-City Island","Bronx",40.84,-73.785,0.9585
"Pelham Bay-Country Club-City Island","Bronx",40.845,-73.785,0.877
"Pelham Bay-Country Club-City Island","Bronx",40.85,-73.785,0.975
"Hammels-Arverne-Edgemere","Queens",40.59,-73.78,0.015
"Hammels-Arverne-Edgemere","Queens",40.595,-73.78,0.0545
"Hammels-Arverne-Edgemere","Queens",40.605,-73.78,0.298
"Springfield Gardens South-Brookville","Queens",40.665,-73.78,0.607
"Springfield Gardens North","Queens",40.67,-73.78,0.8945
"Springfield Gardens North","Queens",40.675,-73.78,0.9435
"Baisley Park","Queens",40.68,-73.78,0.9725
"Baisley Park","Queens",40.685,-73.78,0.811
"South Jamaica","Queens",40.69,-73.78,0.6865
"South Jamaica","Queens",40.695,-73.78,0.7615
"South Jamaica","Queens",40.7,-73.78,0.894
"South Jamaica","Queens",40.705,-73.78,0.7715
"Jamaica","Queens",40.71,-73.78,0.878
"Jamaica Estates-Holliswood","Queens",40.715,-73.78,0.7095
"Jamaica Estates-Holliswood","Queens",40.72,-73.78,0.986
"Jamaica Estates-Holliswood","Queens",40.725,-73.78,0.999
"Fresh Meadows-Utopia","Queens",40.73,-73.78,1
"Fresh Meadows-Utopia","Queens",40.735,-73.78,1
"Fresh Meadows-Utopia","Queens",40.74,-73.78,0.988
"Auburndale","Queens",40.745,-73.78,1
"Auburndale","Queens",40.75,-73.78,1
"Bayside-Bayside Hills","Queens",40.755,-73.78,0.932
"Bayside-Bayside Hills","Queens",40.76,-73.78,0.9965
"Bayside-Bayside Hills","Queens",40.765,-73.78,1
"Bayside-Bayside Hills","Queens",40.77,-73.78,0.994
"Bayside-Bayside Hills","Queens",40.775,-73.78,0.998
"Ft. Totten-Bay Terrace-Clearview","Queens",40.78,-73.78,0.9905
"Ft. Totten-Bay Terrace-Clearview","Queens",40.785,-73.78,0.968
"Ft. Totten-Bay Terrace-Clearview","Queens",40.79,-73.78,0.97
"Hammels-Arverne-Edgemere","Queens",40.595,-73.775,0.044
"Hammels-Arverne-Edgemere","Queens",40.6,-73.775,0.308
"Hammels-Arverne-Edgemere","Queens",40.605,-73.775,0.2
"Airport","Queens",40.66,-73.775,0.778
"Springfield Gardens South-Brookville","Queens",40.665,-73.775,0.7475
"Springfield Gardens North","Queens",40.67,-73.775,0.70375
"Springfield Gardens North","Queens",40.675,-73.775,0.534
"Springfield Gardens North","Queens",40.68,-73.775,0.72375
"St. Albans","Queens",40.685,-73.775,0.561
"St. Albans","Queens",40.69,-73.775,0.73525
"St. Albans","Queens",40.695,-73.775,0.9685
"South Jamaica","Queens",40.7,-73.775,0.98775
"Jamaica","Queens",40.705,-73.775,0.936
"Jamaica","Queens",40.71,-73.775,0.9835
"Jamaica Estates-Holliswood","Queens",40.715,-73.775,0.944
"Jamaica Estates-Holliswood","Queens",40.72,-73.775,0.993
"park-cemetery-etc-Queens","Queens",40.725,-73.775,0.999333333333333
"park-cemetery-etc-Queens","Queens",40.73,-73.775,1
"Fresh Meadows-Utopia","Queens",40.735,-73.775,1
"Fresh Meadows-Utopia","Queens",40.74,-73.775,0.979
"Bayside-Bayside Hills","Queens",40.745,-73.775,0.983333333333333
"Bayside-Bayside Hills","Queens",40.75,-73.775,0.9645
"Bayside-Bayside Hills","Queens",40.755,-73.775,0.76875
"Bayside-Bayside Hills","Queens",40.76,-73.775,0.92625
"Bayside-Bayside Hills","Queens",40.765,-73.775,0.9695
"Bayside-Bayside Hills","Queens",40.77,-73.775,0.92225
"Bayside-Bayside Hills","Queens",40.775,-73.775,0.89875
"Ft. Totten-Bay Terrace-Clearview","Queens",40.78,-73.775,0.7475
"Ft. Totten-Bay Terrace-Clearview","Queens",40.785,-73.775,0.649666666666667
"Hammels-Arverne-Edgemere","Queens",40.595,-73.77,0.044
"Far Rockaway-Bayswater","Queens",40.6,-73.77,0.308
"Far Rockaway-Bayswater","Queens",40.605,-73.77,0.2575
"Springfield Gardens South-Brookville","Queens",40.66,-73.77,0.6285
"Springfield Gardens South-Brookville","Queens",40.665,-73.77,0.768
"Springfield Gardens North","Queens",40.67,-73.77,0.761
"Springfield Gardens North","Queens",40.675,-73.77,0.663
"St. Albans","Queens",40.68,-73.77,0.939
"St. Albans","Queens",40.685,-73.77,0.872
"St. Albans","Queens",40.69,-73.77,0.919
"St. Albans","Queens",40.695,-73.77,0.996
"St. Albans","Queens",40.7,-73.77,0.996
"St. Albans","Queens",40.705,-73.77,0.9495
"Jamaica","Queens",40.71,-73.77,0.963
"Hollis","Queens",40.715,-73.77,0.648
"Jamaica Estates-Holliswood","Queens",40.72,-73.77,0.9115
"Jamaica Estates-Holliswood","Queens",40.725,-73.77,0.9545
"park-cemetery-etc-Queens","Queens",40.735,-73.77,0.998
"Bayside-Bayside Hills","Queens",40.745,-73.77,1
"Bayside-Bayside Hills","Queens",40.75,-73.77,1
"Bayside-Bayside Hills","Queens",40.755,-73.77,0.984
"Bayside-Bayside Hills","Queens",40.76,-73.77,0.998
"Bayside-Bayside Hills","Queens",40.765,-73.77,0.976
"Bayside-Bayside Hills","Queens",40.77,-73.77,0.828
"Bayside-Bayside Hills","Queens",40.775,-73.77,0.842
"Ft. Totten-Bay Terrace-Clearview","Queens",40.78,-73.77,0.807
"Pelham Bay-Country Club-City Island","Bronx",40.855,-73.77,0.81
"Hammels-Arverne-Edgemere","Queens",40.595,-73.765,0.13525
"Hammels-Arverne-Edgemere","Queens",40.6,-73.765,0.4785
"Far Rockaway-Bayswater","Queens",40.605,-73.765,0.311
"Far Rockaway-Bayswater","Queens",40.61,-73.765,0.70725
"Springfield Gardens South-Brookville","Queens",40.655,-73.765,0.393
"Springfield Gardens South-Brookville","Queens",40.66,-73.765,0.58775
"Springfield Gardens South-Brookville","Queens",40.665,-73.765,0.69425
"Springfield Gardens North","Queens",40.67,-73.765,0.72875
"St. Albans","Queens",40.675,-73.765,0.69075
"St. Albans","Queens",40.68,-73.765,0.95725
"St. Albans","Queens",40.685,-73.765,0.9365
"St. Albans","Queens",40.69,-73.765,0.98125
"St. Albans","Queens",40.695,-73.765,0.9965
"St. Albans","Queens",40.7,-73.765,0.99025
"Hollis","Queens",40.705,-73.765,0.83
"Hollis","Queens",40.71,-73.765,0.8885
"Hollis","Queens",40.715,-73.765,0.61175
"Jamaica Estates-Holliswood","Queens",40.72,-73.765,0.9155
"Jamaica Estates-Holliswood","Queens",40.725,-73.765,0.98125
"park-cemetery-etc-Queens","Queens",40.73,-73.765,1
"park-cemetery-etc-Queens","Queens",40.735,-73.765,1
"park-cemetery-etc-Queens","Queens",40.74,-73.765,0.962
"Oakland Gardens","Queens",40.745,-73.765,0.9995
"Bayside-Bayside Hills","Queens",40.75,-73.765,0.999
"Bayside-Bayside Hills","Queens",40.755,-73.765,0.97925
"Bayside-Bayside Hills","Queens",40.76,-73.765,0.98575
"Bayside-Bayside Hills","Queens",40.765,-73.765,0.8785
"Bayside-Bayside Hills","Queens",40.77,-73.765,0.613
"Far Rockaway-Bayswater","Queens",40.595,-73.76,0.128
"Far Rockaway-Bayswater","Queens",40.6,-73.76,0.339
"Far Rockaway-Bayswater","Queens",40.605,-73.76,0.2205
"Far Rockaway-Bayswater","Queens",40.61,-73.76,0.7035
"Airport","Queens",40.65,-73.76,0.503
"Springfield Gardens South-Brookville","Queens",40.66,-73.76,0.65
"Springfield Gardens South-Brookville","Queens",40.665,-73.76,0.924
"Springfield Gardens North","Queens",40.67,-73.76,0.9445
"Laurelton","Queens",40.675,-73.76,0.808
"St. Albans","Queens",40.68,-73.76,0.981
"St. Albans","Queens",40.685,-73.76,0.96
"St. Albans","Queens",40.69,-73.76,0.9925
"St. Albans","Queens",40.695,-73.76,1
"St. Albans","Queens",40.7,-73.76,1
"Hollis","Queens",40.705,-73.76,0.918
"Hollis","Queens",40.71,-73.76,0.918
"Hollis","Queens",40.715,-73.76,0.7945
"Jamaica Estates-Holliswood","Queens",40.72,-73.76,0.662
"Jamaica Estates-Holliswood","Queens",40.725,-73.76,0.74
"Oakland Gardens","Queens",40.73,-73.76,0.9705
"Oakland Gardens","Queens",40.735,-73.76,0.992
"Oakland Gardens","Queens",40.74,-73.76,0.957
"Oakland Gardens","Queens",40.745,-73.76,0.999
"Bayside-Bayside Hills","Queens",40.75,-73.76,0.999
"Oakland Gardens","Queens",40.755,-73.76,0.9835
"Bayside-Bayside Hills","Queens",40.76,-73.76,0.9925
"Bayside-Bayside Hills","Queens",40.765,-73.76,0.91
"Far Rockaway-Bayswater","Queens",40.595,-73.755,0.092
"Far Rockaway-Bayswater","Queens",40.6,-73.755,0.288
"Far Rockaway-Bayswater","Queens",40.605,-73.755,0.206
"Far Rockaway-Bayswater","Queens",40.61,-73.755,0.8135
"Rosedale","Queens",40.65,-73.755,0.6805
"Springfield Gardens South-Brookville","Queens",40.66,-73.755,0.858
"Springfield Gardens South-Brookville","Queens",40.665,-73.755,0.924
"Laurelton","Queens",40.67,-73.755,0.831
"Laurelton","Queens",40.675,-73.755,0.5575
"St. Albans","Queens",40.68,-73.755,0.8105
"St. Albans","Queens",40.685,-73.755,0.863
"St. Albans","Queens",40.69,-73.755,0.943
"St. Albans","Queens",40.695,-73.755,0.9695
"St. Albans","Queens",40.7,-73.755,0.969
"Hollis","Queens",40.705,-73.755,0.8795
"Hollis","Queens",40.71,-73.755,0.419
"Hollis","Queens",40.715,-73.755,0.578
"Jamaica Estates-Holliswood","Queens",40.72,-73.755,0.7375
"Queens Village","Queens",40.725,-73.755,0.9435
"Oakland Gardens","Queens",40.73,-73.755,0.973
"Oakland Gardens","Queens",40.735,-73.755,0.974
"Oakland Gardens","Queens",40.74,-73.755,0.926
"Oakland Gardens","Queens",40.745,-73.755,0.974
"Oakland Gardens","Queens",40.75,-73.755,0.974
"Oakland Gardens","Queens",40.755,-73.755,0.962
"park-cemetery-etc-Queens","Queens",40.76,-73.755,0.967
"Far Rockaway-Bayswater","Queens",40.595,-73.75,0.1045
"Far Rockaway-Bayswater","Queens",40.6,-73.75,0.287
"Far Rockaway-Bayswater","Queens",40.605,-73.75,0.213
"Far Rockaway-Bayswater","Queens",40.61,-73.75,0.8025
"Rosedale","Queens",40.65,-73.75,0.694
"Springfield Gardens South-Brookville","Queens",40.655,-73.75,0.506
"Springfield Gardens South-Brookville","Queens",40.66,-73.75,0.922
"Springfield Gardens South-Brookville","Queens",40.665,-73.75,0.776
"Laurelton","Queens",40.67,-73.75,0.89575
"Laurelton","Queens",40.675,-73.75,0.90125
"Laurelton","Queens",40.68,-73.75,0.9795
"Laurelton","Queens",40.685,-73.75,0.9955
"St. Albans","Queens",40.69,-73.75,1
"St. Albans","Queens",40.695,-73.75,1
"St. Albans","Queens",40.7,-73.75,0.9955
"Queens Village","Queens",40.705,-73.75,0.9325
"Queens Village","Queens",40.71,-73.75,0.581
"Queens Village","Queens",40.715,-73.75,0.93775
"Queens Village","Queens",40.72,-73.75,0.985
"Queens Village","Queens",40.725,-73.75,0.99725
"Oakland Gardens","Queens",40.73,-73.75,1
"Oakland Gardens","Queens",40.735,-73.75,1
"park-cemetery-etc-Queens","Queens",40.74,-73.75,0.936
"Oakland Gardens","Queens",40.745,-73.75,1
"Oakland Gardens","Queens",40.75,-73.75,0.999
"Oakland Gardens","Queens",40.755,-73.75,0.96925
"park-cemetery-etc-Queens","Queens",40.76,-73.75,0.939
"park-cemetery-etc-Queens","Queens",40.765,-73.75,0.889
"Douglas Manor-Douglaston-Little Neck","Queens",40.77,-73.75,0.74075
"Douglas Manor-Douglaston-Little Neck","Queens",40.775,-73.75,0.9755
"Douglas Manor-Douglaston-Little Neck","Queens",40.78,-73.75,0.9765
"Far Rockaway-Bayswater","Queens",40.595,-73.745,0.112
"Far Rockaway-Bayswater","Queens",40.6,-73.745,0.281
"Far Rockaway-Bayswater","Queens",40.605,-73.745,0.1945
"Far Rockaway-Bayswater","Queens",40.61,-73.745,0.801
"Rosedale","Queens",40.64,-73.745,0.755
"Rosedale","Queens",40.65,-73.745,0.7015
"Springfield Gardens South-Brookville","Queens",40.655,-73.745,0.722
"Rosedale","Queens",40.66,-73.745,0.957
"Springfield Gardens South-Brookville","Queens",40.665,-73.745,0.862
"Laurelton","Queens",40.67,-73.745,0.972
"Laurelton","Queens",40.675,-73.745,0.999
"Laurelton","Queens",40.68,-73.745,1
"park-cemetery-etc-Queens","Queens",40.685,-73.745,1
"Cambria Heights","Queens",40.69,-73.745,1
"St. Albans","Queens",40.695,-73.745,1
"Cambria Heights","Queens",40.7,-73.745,1
"Queens Village","Queens",40.705,-73.745,0.943
"Queens Village","Queens",40.71,-73.745,0.875
"Queens Village","Queens",40.715,-73.745,0.9995
"Queens Village","Queens",40.72,-73.745,0.999
"Queens Village","Queens",40.725,-73.745,1
"Queens Village","Queens",40.73,-73.745,1
"Oakland Gardens","Queens",40.735,-73.745,1
"Oakland Gardens","Queens",40.74,-73.745,0.926
"park-cemetery-etc-Queens","Queens",40.745,-73.745,1
"Oakland Gardens","Queens",40.75,-73.745,1
"park-cemetery-etc-Queens","Queens",40.76,-73.745,1
"Douglas Manor-Douglaston-Little Neck","Queens",40.765,-73.745,0.972
"Douglas Manor-Douglaston-Little Neck","Queens",40.77,-73.745,0.984
"Douglas Manor-Douglaston-Little Neck","Queens",40.775,-73.745,0.997
"Far Rockaway-Bayswater","Queens",40.595,-73.74,0.1125
"Far Rockaway-Bayswater","Queens",40.6,-73.74,0.263
"Rosedale","Queens",40.65,-73.74,0.403333333333333
"Rosedale","Queens",40.655,-73.74,0.5785
"Rosedale","Queens",40.66,-73.74,0.921
"Rosedale","Queens",40.665,-73.74,0.89125
"Laurelton","Queens",40.67,-73.74,0.8185
"Laurelton","Queens",40.675,-73.74,0.99325
"Laurelton","Queens",40.68,-73.74,0.997
"park-cemetery-etc-Queens","Queens",40.685,-73.74,1
"Cambria Heights","Queens",40.69,-73.74,1
"Cambria Heights","Queens",40.695,-73.74,0.998
"Cambria Heights","Queens",40.7,-73.74,0.999
"Queens Village","Queens",40.705,-73.74,0.7955
"Queens Village","Queens",40.71,-73.74,0.8535
"Queens Village","Queens",40.715,-73.74,0.97325
"Queens Village","Queens",40.72,-73.74,0.996
"Queens Village","Queens",40.725,-73.74,1
"Bellerose","Queens",40.73,-73.74,0.9975
"Bellerose","Queens",40.735,-73.74,1
"park-cemetery-etc-Queens","Queens",40.745,-73.74,1
"park-cemetery-etc-Queens","Queens",40.75,-73.74,1
"Douglas Manor-Douglaston-Little Neck","Queens",40.755,-73.74,0.9985
"Douglas Manor-Douglaston-Little Neck","Queens",40.76,-73.74,1
"Douglas Manor-Douglaston-Little Neck","Queens",40.765,-73.74,0.988
"Douglas Manor-Douglaston-Little Neck","Queens",40.77,-73.74,0.982
"Douglas Manor-Douglaston-Little Neck","Queens",40.775,-73.74,0.997
"Rosedale","Queens",40.65,-73.735,0.8145
"Rosedale","Queens",40.655,-73.735,0.819
"Rosedale","Queens",40.66,-73.735,0.9925
"Rosedale","Queens",40.665,-73.735,0.986
"Rosedale","Queens",40.67,-73.735,0.894
"Laurelton","Queens",40.675,-73.735,0.98
"Laurelton","Queens",40.68,-73.735,0.997
"park-cemetery-etc-Queens","Queens",40.685,-73.735,1
"Cambria Heights","Queens",40.69,-73.735,0.999
"Cambria Heights","Queens",40.695,-73.735,0.989
"Cambria Heights","Queens",40.7,-73.735,0.9985
"Queens Village","Queens",40.705,-73.735,0.917
"Queens Village","Queens",40.71,-73.735,0.954
"Queens Village","Queens",40.715,-73.735,0.996
"Queens Village","Queens",40.72,-73.735,0.999
"Queens Village","Queens",40.725,-73.735,1
